"","GeneSymbol","LevelOfConfidence"
"1","ACAD9","HighEvidence"
"2","ACADM","HighEvidence"
"3","ACADVL","HighEvidence"
"4","AGL","HighEvidence"
"5","ALDOA","HighEvidence"
"6","ANO5","HighEvidence"
"7","CACNA1S","HighEvidence"
"8","CAV3","HighEvidence"
"9","CPT2","HighEvidence"
"10","DMD","HighEvidence"
"11","DYSF","HighEvidence"
"12","ENO3","HighEvidence"
"13","ETFA","HighEvidence"
"14","ETFB","HighEvidence"
"15","ETFDH","HighEvidence"
"16","FKRP","HighEvidence"
"17","FKTN","HighEvidence"
"18","GAA","HighEvidence"
"19","GBE1","HighEvidence"
"20","GYG1","HighEvidence"
"21","GYS1","HighEvidence"
"22","HADHA","HighEvidence"
"23","HADHB","HighEvidence"
"24","ISCU","HighEvidence"
"25","LAMP2","HighEvidence"
"26","LDHA","HighEvidence"
"27","LPIN1","HighEvidence"
"28","PFKM","HighEvidence"
"29","PGAM2","HighEvidence"
"30","PGK1","HighEvidence"
"31","PGM1","HighEvidence"
"32","PHKA1","HighEvidence"
"33","PHKB","HighEvidence"
"34","POLG","HighEvidence"
"35","POLG2","HighEvidence"
"36","PRKAG2","HighEvidence"
"37","PYGM","HighEvidence"
"38","RBCK1","HighEvidence"
"39","RRM2B","HighEvidence"
"40","RYR1","HighEvidence"
"41","SIL1","HighEvidence"
"42","SLC22A5","HighEvidence"
"43","SUCLA2","HighEvidence"
"44","TK2","HighEvidence"
"45","TSEN54","HighEvidence"
"46","TYMP","HighEvidence"
"47","AMPD1","LowEvidence"
"48","CPT1B","LowEvidence"
"49","CYP2C8","LowEvidence"
"50","FBP2","LowEvidence"
"51","OBSCN","LowEvidence"
"52","PHKG1","LowEvidence"
"53","SLC22A12","LowEvidence"
"54","SLC2A9","LowEvidence"
"55","POLG1*","LowEvidence"
