"","GeneSymbol","LevelOfConfidence"
"1","ADSL","HighEvidence"
"2","ALG13","HighEvidence"
"3","ARHGEF9","HighEvidence"
"4","ARX","HighEvidence"
"5","ATP1A3","HighEvidence"
"6","ATRX","HighEvidence"
"7","CDKL5","HighEvidence"
"8","CHD2","HighEvidence"
"9","CNTNAP2","HighEvidence"
"10","DIAPH1","HighEvidence"
"11","DNM1","HighEvidence"
"12","DOCK7","HighEvidence"
"13","DPYD","HighEvidence"
"14","DYRK1A","HighEvidence"
"15","EHMT1","HighEvidence"
"16","FOXG1","HighEvidence"
"17","GABRA1","HighEvidence"
"18","GABRB3","HighEvidence"
"19","GLYCTK","HighEvidence"
"20","GNAO1","HighEvidence"
"21","GRIN1","HighEvidence"
"22","GRIN2A","HighEvidence"
"23","GRIN2B","HighEvidence"
"24","GSS","HighEvidence"
"25","HCN1","HighEvidence"
"26","IDH2","HighEvidence"
"27","IQSEC2","HighEvidence"
"28","ITPA","HighEvidence"
"29","KCNA2","HighEvidence"
"30","KCNB1","HighEvidence"
"31","KCNJ10","HighEvidence"
"32","KCNQ2","HighEvidence"
"33","KCNQ3","HighEvidence"
"34","KCNT1","HighEvidence"
"35","KIAA1279","HighEvidence"
"36","KIAA2022","HighEvidence"
"37","MAPK10","HighEvidence"
"38","MBD5","HighEvidence"
"39","MECP2","HighEvidence"
"40","MEF2C","HighEvidence"
"41","MFF","HighEvidence"
"42","PCDH19","HighEvidence"
"43","PIGA","HighEvidence"
"44","PLCB1","HighEvidence"
"45","PNKP","HighEvidence"
"46","POLG","HighEvidence"
"47","PRODH","HighEvidence"
"48","PRRT2","HighEvidence"
"49","PURA","HighEvidence"
"50","QARS","HighEvidence"
"51","RANBP2","HighEvidence"
"52","SCN1A","HighEvidence"
"53","SCN1B","HighEvidence"
"54","SCN2A","HighEvidence"
"55","SCN8A","HighEvidence"
"56","SETD5","HighEvidence"
"57","SIK1","HighEvidence"
"58","SLC12A5","HighEvidence"
"59","SLC13A5","HighEvidence"
"60","SLC16A2","HighEvidence"
"61","SLC25A1","HighEvidence"
"62","SLC25A22","HighEvidence"
"63","SLC2A1","HighEvidence"
"64","SLC6A1","HighEvidence"
"65","SLC6A19","HighEvidence"
"66","SLC9A6","HighEvidence"
"67","SPTAN1","HighEvidence"
"68","STX1B","HighEvidence"
"69","STXBP1","HighEvidence"
"70","SUOX","HighEvidence"
"71","SYNGAP1","HighEvidence"
"72","TCF4","HighEvidence"
"73","UBE2A","HighEvidence"
"74","UBE3A","HighEvidence"
"75","WDR45","HighEvidence"
"76","WWOX","HighEvidence"
"77","ZEB2","HighEvidence"
"78","ABAT","LowEvidence"
"79","ALDH7A1","LowEvidence"
"80","ATP1A2","LowEvidence"
"81","BTD","LowEvidence"
"82","CACNA1A","LowEvidence"
"83","CACNA1H","LowEvidence"
"84","CACNB4","LowEvidence"
"85","CASK","LowEvidence"
"86","CBL","LowEvidence"
"87","CHRNA2","LowEvidence"
"88","CHRNA4","LowEvidence"
"89","CHRNB2","LowEvidence"
"90","CLN3","LowEvidence"
"91","CLN5","LowEvidence"
"92","CLN6","LowEvidence"
"93","CLN8","LowEvidence"
"94","COL4A1","LowEvidence"
"95","COL4A2","LowEvidence"
"96","CRH","LowEvidence"
"97","CSNK1G1","LowEvidence"
"98","CSTB","LowEvidence"
"99","CTSD","LowEvidence"
"100","DEPDC5","LowEvidence"
"101","EEF1A2","LowEvidence"
"102","EFHC1","LowEvidence"
"103","EPM2A","LowEvidence"
"104","GABBR2","LowEvidence"
"105","GABRD","LowEvidence"
"106","GABRG2","LowEvidence"
"107","GAMT","LowEvidence"
"108","GATAD2B","LowEvidence"
"109","GATM","LowEvidence"
"110","GLRA1","LowEvidence"
"111","GLRB","LowEvidence"
"112","GOSR2","LowEvidence"
"113","GPHN","LowEvidence"
"114","HLCS","LowEvidence"
"115","HNRNPU","LowEvidence"
"116","KCNA1","LowEvidence"
"117","KCNC1","LowEvidence"
"118","KCNMA1","LowEvidence"
"119","KCTD7","LowEvidence"
"120","LGI1","LowEvidence"
"121","MAGI2","LowEvidence"
"122","MFSD8","LowEvidence"
"123","MOCS1","LowEvidence"
"124","MOCS2","LowEvidence"
"125","MT-TL1","LowEvidence"
"126","NECAP1","LowEvidence"
"127","NHLRC1","LowEvidence"
"128","NRXN1","LowEvidence"
"129","PIGQ","LowEvidence"
"130","PNPO","LowEvidence"
"131","PPT1","LowEvidence"
"132","PRICKLE1","LowEvidence"
"133","PRICKLE2","LowEvidence"
"134","RYR3","LowEvidence"
"135","SCARB2","LowEvidence"
"136","SCN2B","LowEvidence"
"137","SCN9A","LowEvidence"
"138","SLC6A5","LowEvidence"
"139","SLC6A8","LowEvidence"
"140","SMS","LowEvidence"
"141","SRPX2","LowEvidence"
"142","ST3GAL3","LowEvidence"
"143","SZT2","LowEvidence"
"144","TBC1D24","LowEvidence"
"145","TBL1XR1","LowEvidence"
"146","TPP1","LowEvidence"
