"","GeneSymbol","LevelOfConfidence"
"1","AARS2","HighEvidence"
"2","ABCD1","HighEvidence"
"3","ACOX1","HighEvidence"
"4","ADAR","HighEvidence"
"5","ADCK3","HighEvidence"
"6","AIMP1","HighEvidence"
"7","ALDH3A2","HighEvidence"
"8","ARSA","HighEvidence"
"9","ASPA","HighEvidence"
"10","BCAP31","HighEvidence"
"11","BCS1L","HighEvidence"
"12","C10orf2","HighEvidence"
"13","CLCN2","HighEvidence"
"14","COQ2","HighEvidence"
"15","COX10","HighEvidence"
"16","COX15","HighEvidence"
"17","CSF1R","HighEvidence"
"18","CYP27A1","HighEvidence"
"19","D2HGDH","HighEvidence"
"20","DARS","HighEvidence"
"21","DARS2","HighEvidence"
"22","DGUOK","HighEvidence"
"23","DPYD","HighEvidence"
"24","EARS2","HighEvidence"
"25","EIF2B1","HighEvidence"
"26","EIF2B2","HighEvidence"
"27","EIF2B3","HighEvidence"
"28","EIF2B4","HighEvidence"
"29","EIF2B5","HighEvidence"
"30","ERCC6","HighEvidence"
"31","ERCC8","HighEvidence"
"32","ETFDH","HighEvidence"
"33","FAM126A","HighEvidence"
"34","FLVCR2","HighEvidence"
"35","FOLR1","HighEvidence"
"36","FUCA1","HighEvidence"
"37","GALC","HighEvidence"
"38","GBE1","HighEvidence"
"39","GFAP","HighEvidence"
"40","GFM1","HighEvidence"
"41","GJA1","HighEvidence"
"42","GJB1","HighEvidence"
"43","GJC2","HighEvidence"
"44","HEPACAM","HighEvidence"
"45","HSD17B4","HighEvidence"
"46","IFIH1","HighEvidence"
"47","L2HGDH","HighEvidence"
"48","LMNB1","HighEvidence"
"49","LYRM7","HighEvidence"
"50","MCOLN1","HighEvidence"
"51","MEF2C","HighEvidence"
"52","MLC1","HighEvidence"
"53","MPLKIP","HighEvidence"
"54","MTFMT","HighEvidence"
"55","NDUFAF1","HighEvidence"
"56","NDUFS1","HighEvidence"
"57","NDUFS2","HighEvidence"
"58","NDUFS4","HighEvidence"
"59","NDUFS7","HighEvidence"
"60","NDUFS8","HighEvidence"
"61","NDUFV1","HighEvidence"
"62","NUBPL","HighEvidence"
"63","PAFAH1B1","HighEvidence"
"64","PEX1","HighEvidence"
"65","PEX10","HighEvidence"
"66","PEX12","HighEvidence"
"67","PEX13","HighEvidence"
"68","PEX16","HighEvidence"
"69","PEX2","HighEvidence"
"70","PEX26","HighEvidence"
"71","PEX3","HighEvidence"
"72","PEX5","HighEvidence"
"73","PEX6","HighEvidence"
"74","PLP1","HighEvidence"
"75","POLG","HighEvidence"
"76","POLG2","HighEvidence"
"77","POLR1C","HighEvidence"
"78","POLR3A","HighEvidence"
"79","POLR3B","HighEvidence"
"80","PSAP","HighEvidence"
"81","RARS","HighEvidence"
"82","RNASEH2A","HighEvidence"
"83","RNASEH2B","HighEvidence"
"84","RNASEH2C","HighEvidence"
"85","RNASET2","HighEvidence"
"86","RRM2B","HighEvidence"
"87","SAMHD1","HighEvidence"
"88","SCO1","HighEvidence"
"89","SCO2","HighEvidence"
"90","SCP2","HighEvidence"
"91","SDHAF1","HighEvidence"
"92","SDHB","HighEvidence"
"93","SLC16A2","HighEvidence"
"94","SLC17A5","HighEvidence"
"95","SLC25A12","HighEvidence"
"96","SLC25A4","HighEvidence"
"97","SOX10","HighEvidence"
"98","SUCLA2","HighEvidence"
"99","SUMF1","HighEvidence"
"100","SURF1","HighEvidence"
"101","TACO1","HighEvidence"
"102","TREX1","HighEvidence"
"103","TUBB4A","HighEvidence"
"104","TYMP","HighEvidence"
"105","ATPAF2","ModerateEvidence"
"106","COQ9","ModerateEvidence"
"107","MRPS16","ModerateEvidence"
"108","PEX14","ModerateEvidence"
"109","PEX19","ModerateEvidence"
"110","TUFM","ModerateEvidence"
"111","ADGRG1","LowEvidence"
"112","ARX","LowEvidence"
"113","DCX","LowEvidence"
"114","EGR2","LowEvidence"
"115","HSPD1","LowEvidence"
"116","HTRA1","LowEvidence"
"117","ISCA2","LowEvidence"
"118","JAM3","LowEvidence"
"119","LAMB1","LowEvidence"
"120","MFF","LowEvidence"
"121","MPZ","LowEvidence"
"122","NDE1","LowEvidence"
"123","NOTCH3","LowEvidence"
"124","PMP22","LowEvidence"
"125","RELN","LowEvidence"
"126","SDHD","LowEvidence"
"127","SLC25A1","LowEvidence"
"128","SNORD118","LowEvidence"
"129","TREM2","LowEvidence"
"130","TUBA1A","LowEvidence"
"131","TUBA8","LowEvidence"
"132","TUBB2B","LowEvidence"
