"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"1","ACAD9","HighEvidence","biallelic",NA
"2","ACADM","HighEvidence","biallelic",NA
"3","ACADVL","HighEvidence","biallelic",NA
"4","AGL","HighEvidence","biallelic",NA
"5","ALDOA","HighEvidence","biallelic",NA
"6","ANO5","HighEvidence","biallelic",NA
"7","CACNA1S","HighEvidence","monoallelic",NA
"8","CAV3","HighEvidence","monoallelic_and_biallelic",NA
"9","CPT2","HighEvidence","biallelic",NA
"10","DMD","HighEvidence","xlinked_biallelic",NA
"11","DYSF","HighEvidence","biallelic",NA
"12","ENO3","HighEvidence","biallelic",NA
"13","ETFA","HighEvidence","biallelic",NA
"14","ETFB","HighEvidence","biallelic",NA
"15","ETFDH","HighEvidence","biallelic",NA
"16","FKRP","HighEvidence","biallelic",NA
"17","FKTN","HighEvidence","biallelic",NA
"18","GAA","HighEvidence","biallelic",NA
"19","GBE1","HighEvidence","biallelic",NA
"20","GYG1","HighEvidence","biallelic",NA
"21","GYS1","HighEvidence","biallelic",NA
"22","HADHA","HighEvidence","biallelic",NA
"23","HADHB","HighEvidence","biallelic",NA
"24","ISCU","HighEvidence","biallelic",NA
"25","LAMP2","HighEvidence","xlinked_monoallelic",NA
"26","LDHA","HighEvidence","biallelic",NA
"27","LPIN1","HighEvidence","biallelic",NA
"28","PFKM","HighEvidence","biallelic",NA
"29","PGAM2","HighEvidence","biallelic",NA
"30","PGK1","HighEvidence","xlinked_biallelic",NA
"31","PGM1","HighEvidence","biallelic",NA
"32","PHKA1","HighEvidence","xlinked_biallelic",NA
"33","PHKB","HighEvidence","biallelic",NA
"34","POLG","HighEvidence","monoallelic_and_biallelic",NA
"35","POLG2","HighEvidence","monoallelic_not_imprinted",NA
"36","PRKAG2","HighEvidence","monoallelic_not_imprinted",NA
"37","PYGM","HighEvidence","biallelic",NA
"38","RBCK1","HighEvidence","biallelic",NA
"39","RRM2B","HighEvidence","monoallelic_and_biallelic",NA
"40","RYR1","HighEvidence","monoallelic_and_biallelic",NA
"41","SIL1","HighEvidence","biallelic",NA
"42","SLC22A5","HighEvidence","biallelic",NA
"43","SUCLA2","HighEvidence","biallelic",NA
"44","TK2","HighEvidence","biallelic",NA
"45","TSEN54","HighEvidence","biallelic",NA
"46","TSFM","HighEvidence","biallelic",NA
"47","TYMP","HighEvidence","biallelic",NA
"48","AMPD1","LowEvidence","biallelic",NA
"49","CPT1B","LowEvidence",NA,NA
"50","CYP2C8","LowEvidence","unknown",NA
"51","FBP2","LowEvidence",NA,NA
"52","OBSCN","LowEvidence","unknown",NA
"53","PHKG1","LowEvidence",NA,NA
"54","SLC22A12","LowEvidence","biallelic",NA
"55","SLC2A9","LowEvidence","monoallelic_and_biallelic",NA
