"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"1","AAAS","HighEvidence","biallelic",NA
"2","ABCC9","HighEvidence","monoallelic_not_imprinted",NA
"3","ABCD1","HighEvidence","xlinked_biallelic",NA
"4","ACADS","HighEvidence","biallelic","Other - please provide details in the comments "
"5","ACO2","HighEvidence","biallelic",NA
"6","ACOX1","HighEvidence","biallelic",NA
"7","ACSL4","HighEvidence","xlinked_biallelic",NA
"8","ACY1","HighEvidence","biallelic",NA
"9","ADAR","HighEvidence","monoallelic_and_biallelic",NA
"10","ADK","HighEvidence","biallelic",NA
"11","ADNP","HighEvidence","monoallelic_not_imprinted",NA
"12","ADSL","HighEvidence","biallelic",NA
"13","AFF2","HighEvidence","xlinked_biallelic","Other - please provide details in the comments"
"14","AHDC1","HighEvidence","monoallelic_not_imprinted",NA
"15","AIFM1","HighEvidence","xlinked_biallelic",NA
"16","AKT3","HighEvidence","monoallelic",NA
"17","ALDH18A1","HighEvidence","monoallelic_and_biallelic",NA
"18","ALDH4A1","HighEvidence","biallelic",NA
"19","ALDH5A1","HighEvidence","biallelic",NA
"20","ALG1","HighEvidence","biallelic",NA
"21","ALG11","HighEvidence","biallelic",NA
"22","ALG12","HighEvidence","biallelic",NA
"23","ALG13","HighEvidence","xlinked_monoallelic",NA
"24","ALG3","HighEvidence","biallelic",NA
"25","ALG6","HighEvidence","biallelic",NA
"26","ALG8","HighEvidence","biallelic",NA
"27","ANKRD11","HighEvidence","monoallelic_not_imprinted",NA
"28","AP1S1","HighEvidence","biallelic",NA
"29","AP1S2","HighEvidence","xlinked_biallelic",NA
"30","AP3B1","HighEvidence","biallelic",NA
"31","AP3B2","HighEvidence","biallelic",NA
"32","AP4B1","HighEvidence","biallelic",NA
"33","AP4E1","HighEvidence","biallelic",NA
"34","AP4M1","HighEvidence","biallelic",NA
"35","AP4S1","HighEvidence","biallelic",NA
"36","APOPT1","HighEvidence","biallelic",NA
"37","ARCN1","HighEvidence","monoallelic_not_imprinted",NA
"38","ARG1","HighEvidence","biallelic",NA
"39","ARHGEF6","HighEvidence","xlinked_biallelic",NA
"40","ARHGEF9","HighEvidence","xlinked_biallelic",NA
"41","ARID1A","HighEvidence","monoallelic_not_imprinted",NA
"42","ARID1B","HighEvidence","monoallelic_not_imprinted",NA
"43","ARID2","HighEvidence","monoallelic",NA
"44","ARL13B","HighEvidence","biallelic",NA
"45","ARV1","HighEvidence","biallelic",NA
"46","ARX","HighEvidence","xlinked_biallelic",NA
"47","ASH1L","HighEvidence","monoallelic_not_imprinted",NA
"48","ASL","HighEvidence","biallelic",NA
"49","ASPM","HighEvidence","biallelic",NA
"50","ASS1","HighEvidence","biallelic",NA
"51","ASXL2","HighEvidence","monoallelic",NA
"52","ASXL3","HighEvidence","monoallelic_not_imprinted",NA
"53","ATIC","HighEvidence","biallelic",NA
"54","ATL1","HighEvidence","monoallelic_not_imprinted",NA
"55","ATM","HighEvidence","biallelic",NA
"56","ATP6AP2","HighEvidence","xlinked_biallelic",NA
"57","ATP6V0A2","HighEvidence","biallelic",NA
"58","ATP7A","HighEvidence","xlinked_biallelic",NA
"59","ATRX","HighEvidence","xlinked_biallelic",NA
"60","AUH","HighEvidence","biallelic",NA
"61","AUTS2","HighEvidence","monoallelic_not_imprinted",NA
"62","B3GLCT","HighEvidence","biallelic",NA
"63","BBS1","HighEvidence","biallelic",NA
"64","BBS10","HighEvidence","biallelic",NA
"65","BBS12","HighEvidence","biallelic",NA
"66","BBS2","HighEvidence","biallelic",NA
"67","BBS4","HighEvidence","biallelic",NA
"68","BBS5","HighEvidence","biallelic",NA
"69","BBS7","HighEvidence","biallelic",NA
"70","BBS9","HighEvidence","biallelic",NA
"71","BCKDK","HighEvidence","biallelic",NA
"72","BCL11A","HighEvidence","monoallelic_not_imprinted",NA
"73","BCOR","HighEvidence","xlinked_monoallelic",NA
"74","BMP4","HighEvidence","monoallelic",NA
"75","BPTF","HighEvidence","monoallelic_not_imprinted",NA
"76","BRAF","HighEvidence","monoallelic_not_imprinted",NA
"77","BRF1","HighEvidence","biallelic",NA
"78","BRPF1","HighEvidence","monoallelic",NA
"79","BRWD3","HighEvidence","xlinked_biallelic",NA
"80","BSCL2","HighEvidence","monoallelic_and_biallelic",NA
"81","BUB1B","HighEvidence","biallelic",NA
"82","C12orf4","HighEvidence","biallelic",NA
"83","C12orf57","HighEvidence","biallelic",NA
"84","CACNA1A","HighEvidence","monoallelic",NA
"85","CACNA1D","HighEvidence","monoallelic_and_biallelic",NA
"86","CAMK2A","HighEvidence","monoallelic",NA
"87","CAMK2B","HighEvidence","monoallelic",NA
"88","CAMTA1","HighEvidence","monoallelic_not_imprinted",NA
"89","CASK","HighEvidence","xlinked_monoallelic",NA
"90","CBS","HighEvidence","biallelic",NA
"91","CC2D1A","HighEvidence","biallelic",NA
"92","CC2D2A","HighEvidence","biallelic",NA
"93","CCDC22","HighEvidence","xlinked_biallelic",NA
"94","CCND2","HighEvidence","monoallelic_not_imprinted",NA
"95","CDC42","HighEvidence","monoallelic_not_imprinted",NA
"96","CDH11","HighEvidence","biallelic",NA
"97","CDH15","HighEvidence","monoallelic_not_imprinted",NA
"98","CDK13","HighEvidence","monoallelic","Other - please provide details in the comments"
"99","CDK5RAP2","HighEvidence","biallelic",NA
"100","CDKL5","HighEvidence","xlinked_monoallelic",NA
"101","CENPF","HighEvidence","biallelic",NA
"102","CENPJ","HighEvidence","biallelic",NA
"103","CEP290","HighEvidence","biallelic",NA
"104","CEP41","HighEvidence","biallelic",NA
"105","CEP57","HighEvidence","biallelic",NA
"106","CEP83","HighEvidence","biallelic",NA
"107","CHD2","HighEvidence","monoallelic_not_imprinted",NA
"108","CHD4","HighEvidence","monoallelic",NA
"109","CHD7","HighEvidence","monoallelic_not_imprinted",NA
"110","CHD8","HighEvidence","monoallelic_not_imprinted",NA
"111","CHMP1A","HighEvidence","biallelic",NA
"112","CKAP2L","HighEvidence","biallelic",NA
"113","CLCN4","HighEvidence","xlinked_monoallelic",NA
"114","CLN3","HighEvidence","biallelic",NA
"115","CLPB","HighEvidence","biallelic",NA
"116","CLTC","HighEvidence","monoallelic",NA
"117","CNKSR2","HighEvidence","xlinked_biallelic",NA
