"","GeneSymbol","LevelOfConfidence"
"1","SELENON","HighEvidence"
"2","MYMK","HighEvidence"
"3","PEX12","HighEvidence"
"4","TRPV4","HighEvidence"
"5","CNTNAP1","HighEvidence"
"6","PEX10","HighEvidence"
"7","ISPD","HighEvidence"
"8","MUSK","HighEvidence"
"9","PRG4","HighEvidence"
"10","FBN2","HighEvidence"
"11","TPM3","HighEvidence"
"12","SCARF2","HighEvidence"
"13","HSPG2","HighEvidence"
"14","PIEZO2","HighEvidence"
"15","POMGNT1","HighEvidence"
"16","MYH8","HighEvidence"
"17","PEX13","HighEvidence"
"18","MYBPC1","HighEvidence"
"19","TGFBR1","HighEvidence"
"20","SMAD3","HighEvidence"
"21","CHST14","HighEvidence"
"22","RIPK4","HighEvidence"
"23","KAT6B","HighEvidence"
"24","IRF6","HighEvidence"
"25","CHRNA1","HighEvidence"
"26","RAPSN","HighEvidence"
"27","SCN4A","HighEvidence"
"28","PLOD2","HighEvidence"
"29","KLHL7","HighEvidence"
"30","TPM2","HighEvidence"
"31","PEX14","HighEvidence"
"32","LMOD3","HighEvidence"
"33","RYR1","HighEvidence"
"34","LARGE1","HighEvidence"
"35","PEX2","HighEvidence"
"36","COL12A1","HighEvidence"
"37","GBE1","HighEvidence"
"38","CHRND","HighEvidence"
"39","COL6A3","HighEvidence"
"40","B4GAT1","HighEvidence"
"41","GLE1","HighEvidence"
"42","FKRP","HighEvidence"
"43","POMT1","HighEvidence"
"44","TGFB2","HighEvidence"
"45","MYH7","HighEvidence"
"46","ZMPSTE24","HighEvidence"
"47","LGI4","HighEvidence"
"48","ACTA1","HighEvidence"
"49","ANTXR2","HighEvidence"
"50","ERCC6","HighEvidence"
"51","TNNT3","HighEvidence"
"52","CHRNE","HighEvidence"
"53","PEX19","HighEvidence"
"54","PEX3","HighEvidence"
"55","FGFR3","HighEvidence"
"56","FGFR2","HighEvidence"
"57","TSEN54","HighEvidence"
"58","NALCN","HighEvidence"
"59","FAM20C","HighEvidence"
"60","ZC4H2","HighEvidence"
"61","GBA","HighEvidence"
"62","POMK","HighEvidence"
"63","COL6A1","HighEvidence"
"64","MTM1","HighEvidence"
"65","CHRNG","HighEvidence"
"66","ADAMTS10","HighEvidence"
"67","PEX6","HighEvidence"
"68","COLQ","HighEvidence"
"69","KLHL40","HighEvidence"
"70","DOK7","HighEvidence"
"71","NEB","HighEvidence"
"72","VPS33B","HighEvidence"
"73","CRLF1","HighEvidence"
"74","TGFB3","HighEvidence"
"75","SMAD4","HighEvidence"
"76","DNM2","HighEvidence"
"77","CHRNB1","HighEvidence"
"78","VIPAS39","HighEvidence"
"79","PFKM","HighEvidence"
"80","TNNT1","HighEvidence"
"81","FKTN","HighEvidence"
"82","POMT2","HighEvidence"
"83","ERCC8","HighEvidence"
"84","PEX16","HighEvidence"
"85","ASXL1","HighEvidence"
"86","POMGNT2","HighEvidence"
"87","LAMA2","HighEvidence"
"88","PEX7","HighEvidence"
"89","CHAT","HighEvidence"
"90","UBA1","HighEvidence"
"91","FLNB","HighEvidence"
"92","MYH3","HighEvidence"
"93","PEX5","HighEvidence"
"94","ADGRG6","HighEvidence"
"95","SLC5A7","HighEvidence"
"96","GLDN","HighEvidence"
"97","POR","HighEvidence"
"98","PEX11B","HighEvidence"
"99","MYH2","HighEvidence"
"100","ECEL1","HighEvidence"
"101","COL6A2","HighEvidence"
"102","KLHL41","HighEvidence"
"103","TGFBR2","HighEvidence"
"104","TNNI2","HighEvidence"
"105","DAG1","HighEvidence"
"106","SKI","HighEvidence"
"107","FKBP10","HighEvidence"
"108","EXOSC3","HighEvidence"
"109","KIAA1109","HighEvidence"
"110","PEX1","HighEvidence"
"111","TMEM5","HighEvidence"
"112","GMPPB","HighEvidence"
"113","B3GALNT2","HighEvidence"
"114","PLOD1","HighEvidence"
"115","PEX26","HighEvidence"
"116","ORAI1","ModerateEvidence"
"117","STIM1","ModerateEvidence"
"118","PIP5K1C","ModerateEvidence"
"119","ERBB3","ModerateEvidence"
"120","DPM2","ModerateEvidence"
"121","CNTN1","LowEvidence"
"122","FAM111B","LowEvidence"
"123","TMEM43","LowEvidence"
"124","IGHMBP2","LowEvidence"
"125","ETFB","LowEvidence"
"126","MYOT","LowEvidence"
"127","SLC25A4","LowEvidence"
"128","TIA1","LowEvidence"
"129","HADH","LowEvidence"
"130","DMPK","LowEvidence"
"131","EGR2","LowEvidence"
"132","DNAJB6","LowEvidence"
"133","SYT2","LowEvidence"
"134","CTDP1","LowEvidence"
"135","DPM1","LowEvidence"
"136","NEFL","LowEvidence"
"137","PSD3","LowEvidence"
"138","CAPN3","LowEvidence"
"139","ATP2A1","LowEvidence"
"140","ANO5","LowEvidence"
"141","MEGF10","LowEvidence"
"142","IBA57","LowEvidence"
"143","TK2","LowEvidence"
"144","GARS","LowEvidence"
"145","NEK9","LowEvidence"
"146","ANXA3","LowEvidence"
"147","ALG2","LowEvidence"
"148","TSEN2","LowEvidence"
"149","MYO9A","LowEvidence"
"150","CRYAB","LowEvidence"
"151","VPS8","LowEvidence"
"152","MYH14","LowEvidence"
"153","BIN1","LowEvidence"
"154","CCDC78","LowEvidence"
"155","YARS2","LowEvidence"
"156","PI4KA","LowEvidence"
"157","CPT2","LowEvidence"
"158","CHKB","LowEvidence"
"159","DOLK","LowEvidence"
"160","SGCG","LowEvidence"
"161","FLNC","LowEvidence"
"162","TSEN34","LowEvidence"
"163","BAG3","LowEvidence"
"164","HADHA","LowEvidence"
"165","COL9A3","LowEvidence"
"166","SLC35A3","LowEvidence"
"167","GAA","LowEvidence"
"168","TTN","LowEvidence"
"169","TCAP","LowEvidence"
"170","GDAP1","LowEvidence"
"171","PNPLA2","LowEvidence"
"172","AGL","LowEvidence"
"173","ACADS","LowEvidence"
"174","DMD","LowEvidence"
"175","SGCA","LowEvidence"
"176","GNE","LowEvidence"
"177","VCP","LowEvidence"
"178","STAC3","LowEvidence"
"179","BICD2","LowEvidence"
"180","MICU1","LowEvidence"
"181","ITGA7","LowEvidence"
"182","AGRN","LowEvidence"
"183","SGCD","LowEvidence"
"184","AIMP1","LowEvidence"
"185","PYGM","LowEvidence"
"186","PUS1","LowEvidence"
"187","CHCHD10","LowEvidence"
"188","DUX4","LowEvidence"
"189","ETFA","LowEvidence"
"190","SYNE1","LowEvidence"
"191","GFER","LowEvidence"
"192","MT-TL1","LowEvidence"
"193","CUL4B","LowEvidence"
"194","DES","LowEvidence"
"195","CFL2","LowEvidence"
"196","SGCB","LowEvidence"
"197","ALG14","LowEvidence"
"198","DYSF","LowEvidence"
"199","CAV3","LowEvidence"
"200","MTMR1","LowEvidence"
"201","SLC52A3","LowEvidence"
"202","GFPT1","LowEvidence"
"203","MPZ","LowEvidence"
"204","SMCHD1","LowEvidence"
