"","GeneSymbol","LevelOfConfidence"
"1","DMD","HighEvidence"
"2","DNAJB6","HighEvidence"
"3","SYNE1","HighEvidence"
"4","LMNA","HighEvidence"
"5","SGCG","HighEvidence"
"6","TRIM32","HighEvidence"
"7","FLNC","HighEvidence"
"8","DYSF","HighEvidence"
"9","CAV3","HighEvidence"
"10","GMPPB","HighEvidence"
"11","TRAPPC11","HighEvidence"
"12","VCP","HighEvidence"
"13","FHL1","HighEvidence"
"14","GAA","HighEvidence"
"15","PLEC","HighEvidence"
"16","TCAP","HighEvidence"
"17","CAPN3","HighEvidence"
"18","POMT2","HighEvidence"
"19","SGCB","HighEvidence"
"20","COL6A3","HighEvidence"
"21","MYOT","HighEvidence"
"22","COL6A2","HighEvidence"
"23","ANO5","HighEvidence"
"24","SGCD","HighEvidence"
"25","POMGNT1","HighEvidence"
"26","EMD","HighEvidence"
"27","FKTN","HighEvidence"
"28","POMT1","HighEvidence"
"29","COL6A1","HighEvidence"
"30","FKRP","HighEvidence"
"31","SGCA","HighEvidence"
"32","DUX4","LowEvidence"
"33","GNE","LowEvidence"
"34","DES","LowEvidence"
"35","POMGNT2","LowEvidence"
"36","DAG1","LowEvidence"
"37","POMK","LowEvidence"
"38","ISPD","LowEvidence"
"39","BVES","LowEvidence"
"40","SMCHD1","LowEvidence"
"41","LIMS2","LowEvidence"
"42","TTN","LowEvidence"
"43","SYNE2","LowEvidence"
