"","GeneSymbol","LevelOfConfidence"
"1","SLC20A2","HighEvidence"
"2","RNASEH2C","HighEvidence"
"3","CYP2U1","HighEvidence"
"4","ACP5","HighEvidence"
"5","AP1S2","HighEvidence"
"6","XPR1","HighEvidence"
"7","JAM3","HighEvidence"
"8","CTC1","HighEvidence"
"9","OCLN","HighEvidence"
"10","IFIH1","HighEvidence"
"11","RNASEH2B","HighEvidence"
"12","PDGFB","HighEvidence"
"13","USP18","HighEvidence"
"14","TREX1","HighEvidence"
"15","RNASEH2A","HighEvidence"
"16","ADAR","HighEvidence"
"17","COL4A1","HighEvidence"
"18","TREM2","HighEvidence"
"19","PDGFRB","HighEvidence"
"20","SAMHD1","HighEvidence"
"21","MAT1A","LowEvidence"
"22","PCDH12","LowEvidence"
"23","ERCC6","LowEvidence"
"24","SNORD118","LowEvidence"
