"","GeneSymbol","LevelOfConfidence"
"1","WASHC5","HighEvidence"
"2","SPART","HighEvidence"
"3","TUBB4A","HighEvidence"
"4","AP4S1","HighEvidence"
"5","AP4M1","HighEvidence"
"6","ATL1","HighEvidence"
"7","DDHD2","HighEvidence"
"8","C19orf12","HighEvidence"
"9","AIMP1","HighEvidence"
"10","AP4E1","HighEvidence"
"11","NKX6-2","HighEvidence"
"12","CYP7B1","HighEvidence"
"13","WDR45B","HighEvidence"
"14","OPA3","HighEvidence"
"15","SLC25A46","HighEvidence"
"16","GBA2","HighEvidence"
"17","SACS","HighEvidence"
"18","ALS2","HighEvidence"
"19","ZFYVE26","HighEvidence"
"20","BSCL2","HighEvidence"
"21","B4GALNT1","HighEvidence"
"22","RTN2","HighEvidence"
"23","AFG3L2","HighEvidence"
"24","PNPLA6","HighEvidence"
"25","SPG21","HighEvidence"
"26","ALDH18A1","HighEvidence"
"27","C12orf65","HighEvidence"
"28","L1CAM","HighEvidence"
"29","REEP1","HighEvidence"
"30","KIF1A","HighEvidence"
"31","NIPA1","HighEvidence"
"32","PLP1","HighEvidence"
"33","SPG7","HighEvidence"
"34","AP4B1","HighEvidence"
"35","SPG11","HighEvidence"
"36","FA2H","HighEvidence"
"37","DDHD1","HighEvidence"
"38","CYP2U1","HighEvidence"
"39","SLC16A2","HighEvidence"
"40","SPAST","HighEvidence"
"41","KIF5A","HighEvidence"
"42","HSPD1","HighEvidence"
"43","ADAR","HighEvidence"
"44","USP8","LowEvidence"
"45","CCT5","LowEvidence"
"46","GAD1","LowEvidence"
"47","VAMP1","LowEvidence"
"48","MARS","LowEvidence"
"49","ZFYVE27","LowEvidence"
"50","ERLIN2","LowEvidence"
"51","PGAP1","LowEvidence"
"52","PSEN1","LowEvidence"
"53","WDR48","LowEvidence"
"54","ARSI","LowEvidence"
"55","ARL6IP1","LowEvidence"
"56","MARS2","LowEvidence"
"57","TECPR2","LowEvidence"
"58","DSTYK","LowEvidence"
"59","MTPAP","LowEvidence"
"60","AMPD2","LowEvidence"
"61","ZEB2","LowEvidence"
"62","GJC2","LowEvidence"
"63","NT5C2","LowEvidence"
"64","TFG","LowEvidence"
"65","AP5Z1","LowEvidence"
"66","ENTPD1","LowEvidence"
"67","VPS37A","LowEvidence"
"68","SLC33A1","LowEvidence"
"69","KIF1C","LowEvidence"
"70","SPG19","NoList"
"71","SPG29","NoList"
"72","SPG25","NoList"
"73","SPG23","NoList"
"74","SPG32","NoList"
"75","SPG34","NoList"
"76","SPG27","NoList"
"77","SPG38","NoList"
"78","SPG14","NoList"
"79","SPG16","NoList"
"80","SPG37","NoList"
"81","SPG24","NoList"
"82","SPG41","NoList"
"83","SPG36","NoList"
