"","GeneSymbol","LevelOfConfidence"
"1","PLPBP","HighEvidence"
"2","KIF1BP","HighEvidence"
"3","NEXMIF","HighEvidence"
"4","DOCK7","HighEvidence"
"5","HNRNPU","HighEvidence"
"6","UBE2A","HighEvidence"
"7","GABRB3","HighEvidence"
"8","EHMT1","HighEvidence"
"9","STXBP1","HighEvidence"
"10","PNKP","HighEvidence"
"11","KCNQ3","HighEvidence"
"12","KCNA2","HighEvidence"
"13","GRIN2B","HighEvidence"
"14","DPYD","HighEvidence"
"15","STX1B","HighEvidence"
"16","MAPK10","HighEvidence"
"17","KCNT1","HighEvidence"
"18","FOXG1","HighEvidence"
"19","MEF2C","HighEvidence"
"20","ALG13","HighEvidence"
"21","RANBP2","HighEvidence"
"22","UBE3A","HighEvidence"
"23","DNM1","HighEvidence"
"24","MOGS","HighEvidence"
"25","ADSL","HighEvidence"
"26","GABRA1","HighEvidence"
"27","SLC13A5","HighEvidence"
"28","PCDH19","HighEvidence"
"29","SIK1","HighEvidence"
"30","PLCB1","HighEvidence"
"31","PIGT","HighEvidence"
"32","KCNJ10","HighEvidence"
"33","CHD2","HighEvidence"
"34","SCN8A","HighEvidence"
"35","SYNJ1","HighEvidence"
"36","SLC6A1","HighEvidence"
"37","SLC35A2","HighEvidence"
"38","IDH2","HighEvidence"
"39","GNAO1","HighEvidence"
"40","SYNGAP1","HighEvidence"
"41","PURA","HighEvidence"
"42","ARHGEF9","HighEvidence"
"43","MECP2","HighEvidence"
"44","ZEB2","HighEvidence"
"45","EML1","HighEvidence"
"46","SCN2A","HighEvidence"
"47","SPTAN1","HighEvidence"
"48","PIGA","HighEvidence"
"49","SUOX","HighEvidence"
"50","CNTNAP2","HighEvidence"
"51","SCN1A","HighEvidence"
"52","EPG5","HighEvidence"
"53","DIAPH1","HighEvidence"
"54","TRAK1","HighEvidence"
"55","GRIN2A","HighEvidence"
"56","PRODH","HighEvidence"
"57","GLYCTK","HighEvidence"
"58","ARX","HighEvidence"
"59","SCN1B","HighEvidence"
"60","SLC12A5","HighEvidence"
"61","TCF4","HighEvidence"
"62","MBD5","HighEvidence"
"63","SLC25A1","HighEvidence"
"64","KCNQ2","HighEvidence"
"65","ATRX","HighEvidence"
"66","WDR45","HighEvidence"
"67","HCN1","HighEvidence"
"68","WWOX","HighEvidence"
"69","ATP1A3","HighEvidence"
"70","IQSEC2","HighEvidence"
"71","GRIN1","HighEvidence"
"72","PRRT2","HighEvidence"
"73","SLC16A2","HighEvidence"
"74","ALG11","HighEvidence"
"75","SLC25A22","HighEvidence"
"76","GSS","HighEvidence"
"77","DYRK1A","HighEvidence"
"78","CDKL5","HighEvidence"
"79","SLC2A1","HighEvidence"
"80","SLC6A19","HighEvidence"
"81","TRPM6","HighEvidence"
"82","WDR45B","HighEvidence"
"83","SLC9A6","HighEvidence"
"84","POLG","HighEvidence"
"85","QARS","HighEvidence"
"86","HTRA2","HighEvidence"
"87","MFF","HighEvidence"
"88","SETD5","HighEvidence"
"89","KCNB1","HighEvidence"
"90","SZT2","HighEvidence"
"91","ITPA","HighEvidence"
"92","NACC1","HighEvidence"
"93","TSC1","ModerateEvidence"
"94","MTOR","ModerateEvidence"
"95","MT-TL1","LowEvidence"
"96","CACNA1A","LowEvidence"
"97","DEPDC5","LowEvidence"
"98","SMS","LowEvidence"
"99","SLC6A8","LowEvidence"
"100","CHRNA4","LowEvidence"
"101","GATAD2B","LowEvidence"
"102","SCARB2","LowEvidence"
"103","KCNC1","LowEvidence"
"104","HLCS","LowEvidence"
"105","TSC2","LowEvidence"
"106","PRICKLE1","LowEvidence"
"107","PPT1","LowEvidence"
"108","NHLRC1","LowEvidence"
"109","KCTD7","LowEvidence"
"110","NRXN1","LowEvidence"
"111","RYR3","LowEvidence"
"112","MAGI2","LowEvidence"
"113","GOSR2","LowEvidence"
"114","SRPX2","LowEvidence"
"115","ALDH7A1","LowEvidence"
"116","ATP1A2","LowEvidence"
"117","COL4A1","LowEvidence"
"118","COL4A2","LowEvidence"
"119","CRH","LowEvidence"
"120","GABRD","LowEvidence"
"121","SCN2B","LowEvidence"
"122","LGI1","LowEvidence"
"123","CLN6","LowEvidence"
"124","CLN3","LowEvidence"
"125","NECAP1","LowEvidence"
"126","KCNA1","LowEvidence"
"127","GABBR2","LowEvidence"
"128","KCNMA1","LowEvidence"
"129","BTD","LowEvidence"
"130","GABRG2","LowEvidence"
"131","CLN5","LowEvidence"
"132","EFHC1","LowEvidence"
"133","PNPO","LowEvidence"
"134","ST3GAL3","LowEvidence"
"135","SLC6A5","LowEvidence"
"136","CHRNB2","LowEvidence"
"137","TBL1XR1","LowEvidence"
"138","EPM2A","LowEvidence"
"139","GLRB","LowEvidence"
"140","PIGQ","LowEvidence"
"141","CSNK1G1","LowEvidence"
"142","MFSD8","LowEvidence"
"143","CSTB","LowEvidence"
"144","GLRA1","LowEvidence"
"145","MOCS1","LowEvidence"
"146","GAMT","LowEvidence"
"147","GATM","LowEvidence"
"148","TBC1D24","LowEvidence"
"149","CACNB4","LowEvidence"
"150","SCN9A","LowEvidence"
"151","GPHN","LowEvidence"
"152","EEF1A2","LowEvidence"
"153","CHRNA2","LowEvidence"
"154","CTSD","LowEvidence"
"155","CLN8","LowEvidence"
"156","CBL","LowEvidence"
"157","ABAT","LowEvidence"
"158","CACNA1H","LowEvidence"
"159","CASK","LowEvidence"
"160","MOCS2","LowEvidence"
"161","TPP1","LowEvidence"
"162","PRICKLE2","LowEvidence"
