"","GeneSymbol","LevelOfConfidence"
"1","XPR1","HighEvidence"
"2","NDUFA1","HighEvidence"
"3","SUCLA2","HighEvidence"
"4","MUT","HighEvidence"
"5","RAB39B","HighEvidence"
"6","IVD","HighEvidence"
"7","PRNP","HighEvidence"
"8","SLC19A3","HighEvidence"
"9","ADAR","HighEvidence"
"10","VPS13A","HighEvidence"
"11","NDUFAF2","HighEvidence"
"12","PDE10A","HighEvidence"
"13","CP","HighEvidence"
"14","TOR1A","HighEvidence"
"15","PDHA1","HighEvidence"
"16","NDUFS7","HighEvidence"
"17","ATP13A2","HighEvidence"
"18","PANK2","HighEvidence"
"19","WDR45","HighEvidence"
"20","PDP1","HighEvidence"
"21","PCCA","HighEvidence"
"22","SLC25A19","HighEvidence"
"23","PLA2G6","HighEvidence"
"24","GCDH","HighEvidence"
"25","SLC20A2","HighEvidence"
"26","ETHE1","HighEvidence"
"27","PCCB","HighEvidence"
"28","MECR","HighEvidence"
"29","FTL","HighEvidence"
"30","SERAC1","HighEvidence"
"31","NDUFA10","HighEvidence"
"32","C19orf12","HighEvidence"
"33","MT-ND6","HighEvidence"
"34","NDUFS4","HighEvidence"
"35","SLC39A14","HighEvidence"
"36","SDHA","HighEvidence"
"37","IFIH1","HighEvidence"
"38","MT-ND1","HighEvidence"
"39","FA2H","HighEvidence"
"40","ATP7B","HighEvidence"
"41","SUCLG1","HighEvidence"
"42","SURF1","HighEvidence"
"43","HIBCH","HighEvidence"
"44","TUBA1A","HighEvidence"
"45","NDUFV1","HighEvidence"
"46","NDUFS8","HighEvidence"
"47","AP1S2","HighEvidence"
"48","MT-ATP6","HighEvidence"
"49","PDGFB","HighEvidence"
"50","NDUFAF6","HighEvidence"
"51","TUBB4A","HighEvidence"
"52","KMT2B","HighEvidence"
"53","COX15","HighEvidence"
"54","FOXP2","HighEvidence"
"55","DLAT","HighEvidence"
"56","OCLN","HighEvidence"
"57","COASY","HighEvidence"
"58","SLC30A10","HighEvidence"
"59","ISG15","HighEvidence"
"60","BCS1L","HighEvidence"
"61","VAC14","HighEvidence"
"62","COX10","HighEvidence"
"63","PDGFRB","HighEvidence"
"64","GFAP","ModerateEvidence"
"65","NDUFA2","LowEvidence"
"66","HTT","LowEvidence"
"67","BDNF","LowEvidence"
"68","NDUFA9","LowEvidence"
"69","AIFM1","LowEvidence"
"70","HEXA","LowEvidence"
"71","NDUFS3","LowEvidence"
"72","SUOX","LowEvidence"
"73","NUP62","LowEvidence"
"74","DCAF10","LowEvidence"
"75","PDX1","LowEvidence"
