"","GeneSymbol","LevelOfConfidence"
"1","TWNK","HighEvidence"
"2","COQ8A","HighEvidence"
"3","NDUFS7","HighEvidence"
"4","NDUFS4","HighEvidence"
"5","SAMHD1","HighEvidence"
"6","AIMP1","HighEvidence"
"7","EIF2B3","HighEvidence"
"8","RRM2B","HighEvidence"
"9","CSF1R","HighEvidence"
"10","ALDH3A2","HighEvidence"
"11","CLCN2","HighEvidence"
"12","ETFDH","HighEvidence"
"13","HSD17B4","HighEvidence"
"14","NDUFAF1","HighEvidence"
"15","PEX1","HighEvidence"
"16","POLG2","HighEvidence"
"17","EIF2B2","HighEvidence"
"18","NDUFS1","HighEvidence"
"19","GFM1","HighEvidence"
"20","FOLR1","HighEvidence"
"21","NDUFS2","HighEvidence"
"22","ABCD1","HighEvidence"
"23","DGUOK","HighEvidence"
"24","ERCC8","HighEvidence"
"25","NUBPL","HighEvidence"
"26","CYP27A1","HighEvidence"
"27","DPYD","HighEvidence"
"28","ARSA","HighEvidence"
"29","ASPA","HighEvidence"
"30","TACO1","HighEvidence"
"31","TYMP","HighEvidence"
"32","D2HGDH","HighEvidence"
"33","BCS1L","HighEvidence"
"34","LAMB1","HighEvidence"
"35","PEX26","HighEvidence"
"36","NKX6-2","HighEvidence"
"37","RNASET2","HighEvidence"
"38","COQ2","HighEvidence"
"39","GFAP","HighEvidence"
"40","SDHB","HighEvidence"
"41","GJB1","HighEvidence"
"42","PAFAH1B1","HighEvidence"
"43","DARS2","HighEvidence"
"44","TUBB4A","HighEvidence"
"45","EIF2B1","HighEvidence"
"46","SCO1","HighEvidence"
"47","SCP2","HighEvidence"
"48","SLC25A4","HighEvidence"
"49","GJA1","HighEvidence"
"50","GALC","HighEvidence"
"51","PEX10","HighEvidence"
"52","SLC16A2","HighEvidence"
"53","AARS2","HighEvidence"
"54","MLC1","HighEvidence"
"55","FLVCR2","HighEvidence"
"56","COX10","HighEvidence"
"57","PEX16","HighEvidence"
"58","FUCA1","HighEvidence"
"59","NDUFS8","HighEvidence"
"60","SDHAF1","HighEvidence"
"61","PEX6","HighEvidence"
"62","TREX1","HighEvidence"
"63","MPLKIP","HighEvidence"
"64","SLC25A12","HighEvidence"
"65","COX15","HighEvidence"
"66","L2HGDH","HighEvidence"
"67","POLR1C","HighEvidence"
"68","LYRM7","HighEvidence"
"69","MCOLN1","HighEvidence"
"70","POLR3A","HighEvidence"
"71","SOX10","HighEvidence"
"72","RNASEH2A","HighEvidence"
"73","GBE1","HighEvidence"
"74","EARS2","HighEvidence"
"75","SUCLA2","HighEvidence"
"76","DARS","HighEvidence"
"77","POLR3B","HighEvidence"
"78","PEX3","HighEvidence"
"79","NDUFV1","HighEvidence"
"80","ADAR","HighEvidence"
"81","PLP1","HighEvidence"
"82","MEF2C","HighEvidence"
"83","PSAP","HighEvidence"
"84","FAM126A","HighEvidence"
"85","LMNB1","HighEvidence"
"86","HEPACAM","HighEvidence"
"87","BCAP31","HighEvidence"
"88","RNASEH2C","HighEvidence"
"89","EIF2B4","HighEvidence"
"90","ERCC6","HighEvidence"
"91","PEX2","HighEvidence"
"92","POLG","HighEvidence"
"93","PEX5","HighEvidence"
"94","RNASEH2B","HighEvidence"
"95","PEX12","HighEvidence"
"96","SLC17A5","HighEvidence"
"97","IFIH1","HighEvidence"
"98","SUMF1","HighEvidence"
"99","SURF1","HighEvidence"
"100","EIF2B5","HighEvidence"
"101","MTFMT","HighEvidence"
"102","SCO2","HighEvidence"
"103","RARS","HighEvidence"
"104","ACOX1","HighEvidence"
"105","PEX13","HighEvidence"
"106","GJC2","HighEvidence"
"107","MRPS16","ModerateEvidence"
"108","ATPAF2","ModerateEvidence"
"109","COQ9","ModerateEvidence"
"110","PEX14","ModerateEvidence"
"111","PEX19","ModerateEvidence"
"112","TUFM","ModerateEvidence"
"113","NDE1","LowEvidence"
"114","SNORD118","LowEvidence"
"115","MFF","LowEvidence"
"116","RELN","LowEvidence"
"117","JAM3","LowEvidence"
"118","TREM2","LowEvidence"
"119","TUBA8","LowEvidence"
"120","TUBA1A","LowEvidence"
"121","ARX","LowEvidence"
"122","ADGRG1","LowEvidence"
"123","DCX","LowEvidence"
"124","HSPD1","LowEvidence"
"125","MPZ","LowEvidence"
"126","SLC25A1","LowEvidence"
"127","SDHD","LowEvidence"
"128","EGR2","LowEvidence"
"129","NOTCH3","LowEvidence"
"130","TUBB2B","LowEvidence"
"131","HTRA1","LowEvidence"
"132","PMP22","LowEvidence"
"133","ISCA2","LowEvidence"
