"","GeneSymbol","LevelOfConfidence"
"1","PRKN","HighEvidence"
"2","GNAO1","HighEvidence"
"3","WDR45","HighEvidence"
"4","ATP13A2","HighEvidence"
"5","TUBB4A","HighEvidence"
"6","SLC6A3","HighEvidence"
"7","KMT2B","HighEvidence"
"8","PRKRA","HighEvidence"
"9","VPS13A","HighEvidence"
"10","NKX6-2","HighEvidence"
"11","MECR","HighEvidence"
"12","HTRA2","HighEvidence"
"13","CHMP2B","HighEvidence"
"14","FTL","HighEvidence"
"15","SYNJ1","HighEvidence"
"16","C19orf12","HighEvidence"
"17","PINK1","HighEvidence"
"18","SGCE","HighEvidence"
"19","VAC14","HighEvidence"
"20","ADAR","HighEvidence"
"21","YY1","HighEvidence"
"22","COASY","HighEvidence"
"23","SLC2A1","HighEvidence"
"24","ATP7B","HighEvidence"
"25","ATP1A3","HighEvidence"
"26","GCH1","HighEvidence"
"27","CSTB","HighEvidence"
"28","PANK2","HighEvidence"
"29","APTX","HighEvidence"
"30","ADCY5","HighEvidence"
"31","SPR","HighEvidence"
"32","PLA2G6","HighEvidence"
"33","ATM","HighEvidence"
"34","TH","HighEvidence"
"35","FBXO7","HighEvidence"
"36","FA2H","HighEvidence"
"37","CP","HighEvidence"
"38","SLC30A10","HighEvidence"
"39","ANO3","HighEvidence"
"40","THAP1","HighEvidence"
"41","DCAF17","HighEvidence"
"42","WDR73","HighEvidence"
"43","TOR1A","HighEvidence"
"44","PNKD","HighEvidence"
"45","PRRT2","HighEvidence"
"46","GNAL","ModerateEvidence"
"47","TAF1","ModerateEvidence"
"48","CIZ1","ModerateEvidence"
"49","ARSA","LowEvidence"
"50","MAT1A","LowEvidence"
"51","DCTN1","LowEvidence"
"52","FOXRED1","LowEvidence"
"53","QDPR","LowEvidence"
"54","TPK1","LowEvidence"
"55","SDHAF1","LowEvidence"
"56","VPS37A","LowEvidence"
"57","GCDH","LowEvidence"
"58","KCNQ2","LowEvidence"
"59","SCP2","LowEvidence"
"60","DRD2","LowEvidence"
"61","CACNA1A","LowEvidence"
"62","SAMHD1","LowEvidence"
"63","SLC46A1","LowEvidence"
"64","PDHX","LowEvidence"
"65","RNASEH2B","LowEvidence"
"66","MPV17","LowEvidence"
"67","AFG3L2","LowEvidence"
"68","NPC2","LowEvidence"
"69","SLC39A14","LowEvidence"
"70","MR1","LowEvidence"
"71","HPRT1","LowEvidence"
"72","PTEN","LowEvidence"
"73","TREX1","LowEvidence"
"74","DLAT","LowEvidence"
"75","TREM2","LowEvidence"
"76","MCOLN1","LowEvidence"
"77","TIMM8A","LowEvidence"
"78","RNASEH2A","LowEvidence"
"79","EARS2","LowEvidence"
"80","PDGFRB","LowEvidence"
"81","BCAP31","LowEvidence"
"82","SUCLA2","LowEvidence"
"83","SLC19A3","LowEvidence"
"84","PLP1","LowEvidence"
"85","MMADHC","LowEvidence"
"86","PNPT1","LowEvidence"
"87","FASTKD2","LowEvidence"
"88","AP1S2","LowEvidence"
"89","ACTB","LowEvidence"
"90","RNASEH2C","LowEvidence"
"91","DRD5","LowEvidence"
"92","FOXG1","LowEvidence"
"93","SLC20A2","LowEvidence"
"94","DDC","LowEvidence"
"95","ERCC6","LowEvidence"
"96","PSEN1","LowEvidence"
"97","GAMT","LowEvidence"
"98","SERAC1","LowEvidence"
"99","AUH","LowEvidence"
"100","MT-ND6","LowEvidence"
"101","ARX","LowEvidence"
"102","L2HGDH","LowEvidence"
"103","SUOX","LowEvidence"
"104","PARK7","LowEvidence"
"105","ATP1A2","LowEvidence"
"106","PTS","LowEvidence"
"107","CYP27A1","LowEvidence"
