"","GeneSymbol","LevelOfConfidence"
"1","GABRG2","HighEvidence"
"2","SCN1B","HighEvidence"
"3","GABRA1","HighEvidence"
"4","PCDH19","HighEvidence"
"5","TRAK1","HighEvidence"
"6","SLC2A1","HighEvidence"
"7","SCN1A","HighEvidence"
"8","SCN2A","LowEvidence"
"9","KCNMA1","LowEvidence"
"10","CNTN2","LowEvidence"
"11","CACNB4","LowEvidence"
"12","CASR","LowEvidence"
"13","FTL","LowEvidence"
"14","LGI1","LowEvidence"
"15","KCNQ3","LowEvidence"
"16","PRRT2","LowEvidence"
"17","CPA6","LowEvidence"
"18","SCN9A","LowEvidence"
"19","GABRB3","LowEvidence"
"20","TBC1D24","LowEvidence"
"21","NEDD4L","LowEvidence"
"22","DEPDC5","LowEvidence"
