"","GeneSymbol","LevelOfConfidence"
"1","FKRP","HighEvidence"
"2","PLEC","HighEvidence"
"3","POMT2","HighEvidence"
"4","MYOT","HighEvidence"
"5","CAV3","HighEvidence"
"6","COL6A2","HighEvidence"
"7","DMD","HighEvidence"
"8","ANO5","HighEvidence"
"9","VCP","HighEvidence"
"10","TCAP","HighEvidence"
"11","DNAJB6","HighEvidence"
"12","GMPPB","HighEvidence"
"13","SGCG","HighEvidence"
"14","COL6A1","HighEvidence"
"15","POMGNT1","HighEvidence"
"16","SGCD","HighEvidence"
"17","POMT1","HighEvidence"
"18","TRIM32","HighEvidence"
"19","SYNE1","HighEvidence"
"20","EMD","HighEvidence"
"21","COL6A3","HighEvidence"
"22","FKTN","HighEvidence"
"23","FLNC","HighEvidence"
"24","FHL1","HighEvidence"
"25","CAPN3","HighEvidence"
"26","SGCA","HighEvidence"
"27","TRAPPC11","HighEvidence"
"28","GAA","HighEvidence"
"29","SGCB","HighEvidence"
"30","DYSF","HighEvidence"
"31","LMNA","HighEvidence"
"32","TTN","LowEvidence"
"33","POMGNT2","LowEvidence"
"34","DAG1","LowEvidence"
"35","LIMS2","LowEvidence"
"36","SYNE2","LowEvidence"
"37","SMCHD1","LowEvidence"
"38","POMK","LowEvidence"
"39","GNE","LowEvidence"
"40","DES","LowEvidence"
"41","BVES","LowEvidence"
"42","DUX4","LowEvidence"
"43","ISPD","LowEvidence"
